Symbol,GeneName,ProbeName,RefSeq,SAM rank
LIN28,lin-28 homolog (C. elegans),A_23_P74895,NM_024674,1232
THC2445273,,A_32_P24266,hc,1233
W31297,,A_23_P84016,b,1234
ACTG1,"actin, gamma 1",A_32_P156963,NM_001614,1235
BLOC1S1,"biogenesis of lysosome-related organelles complex-1, subunit 1",A_23_P53298,NM_001487,1236
A_24_P341106,,A_24_P341106,0,1237
GRPR,gastrin-releasing peptide receptor,A_24_P357266,NM_005314,1238
COTL1,coactosin-like 1 (Dictyostelium),A_24_P416131,NM_021149,1239
C22orf9,chromosome 22 open reading frame 9,A_24_P944751,NM_015264,1240
ARF4,ADP-ribosylation factor 4,A_23_P431789,NM_001660,1241
CPT2,carnitine palmitoyltransferase II,A_23_P148919,NM_000098,1242
CCL4,chemokine (C-C motif) ligand 4,A_23_P207564,NM_002984,1243
X72459,,A_24_P494425,b,1244
RPS7,ribosomal protein S7,A_32_P20367,NM_001011,1245
BX648070,,A_23_P210060,b,1246
RPS27,ribosomal protein S27 (metallopanstimulin 1),A_24_P148235,NM_001030,1247
THC2305770,,A_32_P144072,hc,1248
RNF41,ring finger protein 41,A_24_P244470,NM_194358,1249
ATP8B2,"ATPase, Class I, type 8B, member 2",A_32_P185229,NM_020452,1250
A_24_P796274,,A_24_P796274,0,1251
CCR2,chemokine (C-C motif) receptor 2,A_23_P212354,NM_000647,1252
MMAB,methylmalonic aciduria (cobalamin deficiency) cblB type,A_24_P364381,NM_052845,1253
ATP6V0C,"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c",A_23_P54816,NM_001694,1254
AK093729,,A_32_P41375,b,1255
CHD3,chromodomain helicase DNA binding protein 3,A_23_P21640,NM_001005273,1256
SEC63,SEC63-like (S. cerevisiae),A_24_P192183,NM_007214,1257
ASPM,"asp (abnormal spindle)-like, microcephaly associated (Drosophila)",A_24_P911179,NM_018136,1258
TUBB3,"tubulin, beta 3",A_23_P77493,NM_006086,1259
ASPH,aspartate beta-hydroxylase,A_24_P18105,NM_032466,1260
MT1F,metallothionein 1F (functional),A_23_P15174,NM_005949,1261
ENST00000308819,,A_24_P263803,ns,1262
A_24_P75888,,A_24_P75888,0,1263
MGST3,microsomal glutathione S-transferase 3,A_23_P51548,NM_004528,1264
HYI,hydroxypyruvate isomerase homolog (E. coli),A_23_P200976,NM_031207,1265
BCKDK,branched chain ketoacid dehydrogenase kinase,A_23_P3823,b,1266
PHF19,PHD finger protein 19,A_23_P21436,NM_015651,1267
AA585242,,A_24_P23327,b,1268
PLA1A,phospholipase A1 member A,A_24_P294408,NM_015900,1269
CMIP,c-Maf-inducing protein,A_23_P371239,NM_198390,1270
MYO18A,myosin XVIIIA,A_23_P78122,NM_078471,1271
MAN1A1,"mannosidase, alpha, class 1A, member 1",A_23_P156425,NM_005907,1272
AJ245002,,A_24_P750327,b,1273
AY998685,,A_23_P96191,b,1274
ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),A_23_P36745,NM_000690,1275
NP106139,,A_24_P743672,hc,1276
AK002187,,A_32_P93707,b,1277
BF034544,,A_23_P124335,b,1278
PRDX4,peroxiredoxin 4,A_23_P114232,NM_006406,1279
BSPRY,B-box and SPRY domain containing,A_23_P71946,NM_017688,1280
ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),A_23_P36753,NM_000690,1281
