ID,log2 fold change,Average Expression,moderated t-statistic,nominal p-value,Benjamini-Hochberg adjusted p-value,Gene Symbol,Gene Title,Chromosomal Location,Alignments
226100_at,-0.099,8.316,-3.773,2.82E-04,5.61E-03,MLL5,"myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)",chr7q22.1,chr7:104753390-104754995 (+) // 98.14 // q22.3
241611_s_at,0.209,3.986,3.772,2.83E-04,5.62E-03,FNDC3A,fibronectin type III domain containing 3A,chr13q14.2,chr13:49550195-49705366 (+) // 96.82 // q14.2
206542_s_at,-0.155,9.626,-3.771,2.83E-04,5.63E-03,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",chr9p22.3,chr9:2029018-2193555 (+) // 89.11 // p24.3
240172_at,-0.147,3.817,-3.771,2.83E-04,5.63E-03,ERGIC2,ERGIC and golgi 2,chr12p11.22,chr12:29490284-29490689 (-) // 98.53 // p11.22
212293_at,-0.111,8.821,-3.770,2.84E-04,5.64E-03,HIPK1,homeodomain interacting protein kinase 1,chr1p13.2,chr1:114506061-114520491 (+) // 97.69 // p13.2
209385_s_at,0.095,9.626,3.768,2.86E-04,5.67E-03,PROSC,proline synthetase co-transcribed homolog (bacterial),chr8p11.2,chr8:37620124-37636435 (+) // 84.76 // p11.23
218220_at,0.107,7.351,3.768,2.86E-04,5.67E-03,C12orf10,chromosome 12 open reading frame 10,chr12q13,chr12:53693501-53700954 (+) // 97.08 // q13.13
235165_at,-0.153,3.771,-3.768,2.87E-04,5.67E-03,PARD6B,par-6 partitioning defective 6 homolog beta (C. elegans),chr20q13.13,chr20:49368278-49370269 (+) // 87.1 // q13.13
1563560_at,0.105,4.246,3.766,2.88E-04,5.70E-03,AHNAK,AHNAK nucleoprotein,chr11q12.2,chr11:62284007-62288876 (+) // 99.14 // q12.3
1557595_at,0.096,4.050,3.766,2.88E-04,5.70E-03,GINS2,GINS complex subunit 2 (Psf2 homolog),chr16q24.1,chr16:85711547-85722538 (-) // 91.58 // q24.1
212888_at,-0.106,9.227,-3.766,2.89E-04,5.70E-03,DICER1,"dicer 1, ribonuclease type III",chr14q32.13,chr5:67153594-67156101 (+) // 91.43 // q13.1 /// chr14:95552564-95555067 (-) // 96.97 // q32.13
202564_x_at,0.124,7.910,3.765,2.89E-04,5.70E-03,ARL2,ADP-ribosylation factor-like 2,chr11q13,chr11:64781668-64789655 (+) // 98.67 // q13.1
205222_at,-0.213,4.653,-3.765,2.89E-04,5.70E-03,EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",chr3q26.3-q28,chr3:184908413-184971816 (-) // 86.35 // q27.2
219387_at,0.413,7.065,3.764,2.90E-04,5.71E-03,CCDC88A,coiled-coil domain containing 88A,chr2p16.1,chr2:55561453-55646749 (-) // 97.49 // p16.1
235290_at,-0.141,4.540,-3.764,2.90E-04,5.71E-03,ZNF782,zinc finger protein 782,chr9q22.33,chr9:99578672-99579215 (-) // 89.15 // q22.33
230058_at,0.275,3.928,3.764,2.91E-04,5.72E-03,SDCCAG3,serologically defined colon cancer antigen 3,chr9q34.3,chr9:139301245-139301698 (-) // 92.44 // q34.3
200041_s_at,0.121,8.350,3.763,2.91E-04,5.72E-03,ATP6V1G2 /// BAT1,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2 /// HLA-B associated transcript 1",chr6p21.3,chr6:31498022-31509756 (-) // 98.67 // p21.33
238020_at,-0.240,5.294,-3.763,2.91E-04,5.72E-03,PSMC2,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",chr7q22.1-q22.3,chr7:103009334-103009842 (+) // 95.31 // q22.1
1563228_x_at,0.135,3.778,3.763,2.92E-04,5.72E-03,SLC38A10,"solute carrier family 38, member 10",chr17q25.3,chr17:79245849-79246543 (-) // 57.81 // q25.3
228257_at,0.106,5.209,3.761,2.93E-04,5.75E-03,ANKRD52,ankyrin repeat domain 52,chr12q13.3,chr12:56631590-56632972 (-) // 97.25 // q13.3
226169_at,-0.249,3.991,-3.761,2.93E-04,5.75E-03,SBF2,SET binding factor 2,chr11p15.4,chr11:9800328-9806819 (-) // 93.53 // p15.4
205406_s_at,-0.186,6.070,-3.761,2.94E-04,5.75E-03,SPA17,sperm autoantigenic protein 17,chr11q24.2,chr11:124543779-124564685 (+) // 38.49 // q24.2
226079_at,-0.123,4.658,-3.760,2.94E-04,5.76E-03,FLYWCH2,FLYWCH family member 2,chr16p13.3,chr16:2933218-2949366 (+) // 80.1 // p13.3
206636_at,0.210,4.179,3.759,2.96E-04,5.78E-03,RASA2,RAS p21 protein activator 2,chr3q22-q23,chr3:141205925-141331197 (+) // 97.84 // q23
37796_at,0.107,3.717,3.758,2.96E-04,5.78E-03,LRCH4 /// SAP25,leucine-rich repeats and calponin homology (CH) domain containing 4 /// sin3A-binding protein 25,chr7q22 /// chr7q22.1,chr7:100169854-100183723 (-) // 88.43 // q22.1
201221_s_at,0.096,7.512,3.758,2.97E-04,5.79E-03,SNRNP70,small nuclear ribonucleoprotein 70kDa (U1),chr19q13.3,chr19:49588729-49611868 (+) // 54.51 // q13.33
200714_x_at,0.113,7.116,3.758,2.97E-04,5.79E-03,OS9,"osteosarcoma amplified 9, endoplasmic reticulum lectin",chr12q13,chr12:58087919-58115339 (+) // 95.58 // q13.3
224758_at,-0.150,6.131,-3.757,2.98E-04,5.80E-03,PL-5283,PL-5283 protein,chr7q33,chr7:135347240-135361160 (+) // 70.52 // q33
244406_at,-0.112,7.459,-3.755,2.99E-04,5.81E-03,ZNF625,zinc finger protein 625,chr19p13.2,chr19:12252532-12253614 (-) // 67.74 // p13.2
1566342_at,-0.176,5.196,-3.755,2.99E-04,5.81E-03,SOD2,"Superoxide dismutase 2, mitochondrial",chr6q25.3,chr6:160100148-160100389 (+) // 97.96 // q25.3 /// chr1:222915819-222916060 (-) // 96.33 // q41
224200_s_at,-0.167,6.170,-3.755,2.99E-04,5.82E-03,RAD18,RAD18 homolog (S. cerevisiae),chr3p25-p24,chr3:8921949-9005144 (-) // 90.93 // p25.3
236524_at,0.246,4.412,3.754,3.01E-04,5.83E-03,---,---,---,chr1:62162606-62162968 (-) // 97.57 // p31.3
235564_at,-0.212,5.041,-3.753,3.01E-04,5.84E-03,ZNF117,Zinc finger protein 117,chr7q11.21,chr7:64435391-64436863 (-) // 69.39 // q11.21
231508_s_at,-0.135,3.520,-3.753,3.01E-04,5.84E-03,---,---,---,chr16:46989901-46990374 (+) // 95.14 // q11.2
229685_at,-0.222,4.188,-3.751,3.04E-04,5.88E-03,LOC100134937,Hypothetical LOC100134937,---,---
214693_x_at,0.307,7.166,3.750,3.04E-04,5.89E-03,KIAA1245 /// LOC100288142 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF16 /// NBPF24 /// NBPF8 /// NBPF9,"KIAA1245 /// neuroblastoma breakpoint family member /// neuroblastoma breakpoint family, member 1 /// neuroblastoma breakpoint family, member 10 /// neuroblastoma breakpoint family, member 11 /// neuroblastoma breakpoint family, member 12 /// neuroblastoma breakpoint family, member 14 /// neuroblastoma breakpoint family, member 15 /// neuroblastoma breakpoint family, member 16 /// neuroblastoma breakpoint family, member 24 /// neuroblastoma breakpoint family, member 8 /// neuroblastoma breakpoint family, member 9",chr1p36.13 /// chr1q21.1 /// chr1q21.2,chr1:145313677-145368627 (+) // 88.44 // q21.1 /// chr1:146426667-146466064 (+) // 85.51 // q21.1 /// chr1:144160758-144828727 (+) // 88.05 // q21.1 /// chr1:148251931-148321734 (-) // 88.49 // q21.2 /// chr1:148004604-148307448 (-) // 86.51 // q21.2
213263_s_at,-0.165,6.285,-3.750,3.05E-04,5.89E-03,PCBP2,poly(rC) binding protein 2,chr12q13.12-q13.13,chr12:53873954-53874949 (+) // 95.1 // q13.13
240486_at,-0.146,4.089,-3.750,3.05E-04,5.89E-03,HELZ,Helicase with zinc finger,chr17q24.2,chr17:65073337-65073835 (+) // 82.88 // q24.2
220553_s_at,-0.100,8.327,-3.749,3.06E-04,5.91E-03,PRPF39,PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae),chr14q21.2,chr14:45578934-45584799 (+) // 99.01 // q21.2
200831_s_at,0.185,7.646,3.748,3.07E-04,5.92E-03,SCD,stearoyl-CoA desaturase (delta-9-desaturase),chr10q24.31,chr10:102106880-102124583 (+) // 91.05 // q24.31 /// chr17:20687577-20692934 (+) // 87.05 // p11.2
1558142_at,-0.116,7.764,-3.747,3.08E-04,5.93E-03,TNRC6B,trinucleotide repeat containing 6B,chr22q13.1,chr22:40728710-40731807 (+) // 87.9 // q13.1
218078_s_at,-0.115,6.851,-3.746,3.09E-04,5.95E-03,ZDHHC3,"zinc finger, DHHC-type containing 3",chr3p21.31,chr3:44966658-45017614 (-) // 99.93 // p21.31
214879_x_at,0.093,6.340,3.745,3.10E-04,5.96E-03,USF2,"upstream transcription factor 2, c-fos interacting",chr19q13,chr19:35759880-35770723 (+) // 89.55 // q13.12
220964_s_at,0.104,7.228,3.744,3.11E-04,5.99E-03,RAB1B,"RAB1B, member RAS oncogene family",chr11q12,chr11:66036104-66044963 (+) // 95.82 // q13.2 /// chr9:37357668-37637336 (-) // 92.59 // p13.2
215338_s_at,0.149,7.594,3.742,3.13E-04,6.01E-03,NKTR,natural killer-tumor recognition sequence,chr3p23-p21,chr3:42662497-42672824 (+) // 98.49 // p22.1
242247_at,-0.101,6.319,-3.739,3.16E-04,6.07E-03,METT5D1,methyltransferase 5 domain containing 1,chr11p14.1,chr11:28352139-28353201 (+) // 94.25 // p14.1 /// chr3:156430860-156431921 (-) // 92.08 // q25.31
205072_s_at,-0.110,7.144,-3.738,3.17E-04,6.09E-03,XRCC4,X-ray repair complementing defective repair in Chinese hamster cells 4,chr5q14.2,chr5:82373316-82649577 (+) // 99.22 // q14.2
211962_s_at,-0.144,10.608,-3.737,3.19E-04,6.11E-03,ZFP36L1,"zinc finger protein 36, C3H type-like 1",chr14q22-q24,chr14:69254055-69258198 (-) // 96.24 // q24.1
218487_at,-0.108,6.586,-3.736,3.20E-04,6.12E-03,ALAD,aminolevulinate dehydratase,chr9q33.1,chr9:116148598-116163555 (-) // 60.9 // q32
230136_at,-0.172,5.935,-3.736,3.20E-04,6.13E-03,LOC400099,hypothetical LOC400099,chr13q12.11,chr13:20438666-20439189 (+) // 97.2 // q12.11
224700_at,-0.110,10.774,-3.734,3.22E-04,6.15E-03,STT3B,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)",chr3p23,chr3:31665244-31679108 (+) // 98.85 // p23
228577_x_at,-0.189,6.012,-3.732,3.24E-04,6.19E-03,ODF2L,outer dense fiber of sperm tails 2-like,chr1p22.3,chr1:86813719-86826437 (-) // 93.63 // p22.3
35436_at,0.179,6.851,3.731,3.25E-04,6.20E-03,GOLGA2,golgin A2,chr9q34.11,chr9:131019083-131023535 (-) // 66.6 // q34.11
1558028_x_at,-0.189,5.522,-3.731,3.26E-04,6.21E-03,LOC647979,hypothetical LOC647979,chr20q11.23,chr12:29544410-29546384 (+) // 80.63 // p11.22 /// chr20:34634718-34636675 (-) // 82.98 // q11.23
212887_at,-0.105,9.528,-3.729,3.28E-04,6.25E-03,SEC23A,Sec23 homolog A (S. cerevisiae),chr14q21.1,chr14:39501122-39510637 (-) // 84.96 // q21.1
219088_s_at,0.110,5.824,3.728,3.29E-04,6.25E-03,ZNF576,zinc finger protein 576,chr19q13.31,chr19:44100517-44104155 (+) // 93.84 // q13.31
205668_at,-0.203,10.492,-3.727,3.30E-04,6.27E-03,LY75,lymphocyte antigen 75,chr2q24,chr2:160659875-160761247 (-) // 95.24 // q24.2
229113_s_at,0.110,6.587,3.727,3.30E-04,6.27E-03,C1orf86,chromosome 1 open reading frame 86,chr1p36.33,chr1:2120989-2126202 (-) // 93.1 // p36.33
213000_at,-0.137,7.822,-3.727,3.31E-04,6.28E-03,MORC3,MORC family CW-type zinc finger 3,chr21q22.13,chr21:37692486-37748930 (+) // 98.1 // q22.12
233078_at,0.228,4.368,3.726,3.31E-04,6.28E-03,API5,apoptosis inhibitor 5,chr11p11.2,chr11:43361057-43363534 (+) // 20.67 // p12
213810_s_at,-0.148,4.456,-3.726,3.31E-04,6.28E-03,---,---,---,chr6:88384643-88411244 (+) // 98.76 // q15
201450_s_at,-0.119,8.595,-3.723,3.34E-04,6.33E-03,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,chr2p13,chr2:70438815-70475747 (-) // 99.49 // p13.3
1556345_s_at,0.120,5.930,3.723,3.35E-04,6.34E-03,---,---,---,chr5:70938241-70938892 (+) // 74.28 // q13.2
218202_x_at,-0.151,6.660,-3.721,3.37E-04,6.36E-03,MRPL44,mitochondrial ribosomal protein L44,chr2q36.1,chr2:224822171-224832424 (+) // 82.13 // q36.1
238952_x_at,-0.156,6.030,-3.721,3.37E-04,6.37E-03,ZNF829,zinc finger protein 829,chr19q13.12,chr19:37379029-37379683 (-) // 26.62 // q13.12
225581_s_at,-0.090,8.854,-3.719,3.39E-04,6.40E-03,MRPL50,mitochondrial ribosomal protein L50,chr9q31.1,chr9:104152251-104160947 (-) // 91.11 // q31.1
230063_at,-0.127,7.147,-3.718,3.40E-04,6.41E-03,ZNF264,zinc finger protein 264,chr19q13.4,chr19:57733700-57734212 (+) // 73.19 // q13.43
233261_at,0.341,3.290,3.718,3.41E-04,6.42E-03,EBF1,Early B-cell factor 1,chr5q34,chr5:158499438-158500620 (-) // 99.58 // q33.3
216023_at,0.133,4.157,3.716,3.43E-04,6.46E-03,KDM4B,lysine (K)-specific demethylase 4B,chr19p13.3,chr19:5082414-5141513 (+) // 88.83 // p13.3
222849_s_at,-0.117,6.682,-3.715,3.44E-04,6.47E-03,SCRN3,secernin 3,chr2q31.1,chr2:175260478-175293727 (+) // 97.59 // q31.1
216383_at,-0.120,6.915,-3.715,3.44E-04,6.48E-03,RPL18A /// RPL18AP3,ribosomal protein L18a /// ribosomal protein L18a pseudogene 3,chr12q23.3 /// chr19p13,chr1:27503219-27503818 (+) // 90.79 // p36.11 /// chr12:104659076-104659666 (+) // 92.46 // q23.3 /// chr9:8713291-8713890 (+) // 92.29 // p24.1 /// chrX:152927599-152928196 (+) // 100.0 // q28 /// chr14:93689894-93690504 (-) // 92.13 // q32.12 /// chr2:47917805-47918395 (-) // 92.46 // p16.3
242900_at,-0.142,5.918,-3.714,3.45E-04,6.49E-03,ALG10B,"asparagine-linked glycosylation 10, alpha-1,2-glucosyltransferase homolog B (yeast)",chr12q12,chr12:38721744-38722951 (+) // 64.99 // q12 /// chr12:34186473-34187657 (+) // 59.47 // p11.1
217840_at,0.086,8.011,3.714,3.45E-04,6.49E-03,DDX41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,chr5q35.3,chr5:176938578-176943947 (-) // 92.92 // q35.3
244292_at,0.238,3.931,3.712,3.47E-04,6.51E-03,---,---,---,chr13:45942655-45943222 (+) // 19.86 // q14.13
239213_at,0.114,3.701,3.711,3.49E-04,6.53E-03,SERPINB1,"serpin peptidase inhibitor, clade B (ovalbumin), member 1",chr6p25,chr6:2839632-2840423 (-) // 90.49 // p25.2
235266_at,0.205,5.128,3.711,3.49E-04,6.54E-03,ATAD2,"ATPase family, AAA domain containing 2",chr8q24.13,chr8:124383373-124408680 (-) // 97.6 // q24.13
210293_s_at,-0.093,10.069,-3.710,3.50E-04,6.54E-03,SEC23B,Sec23 homolog B (S. cerevisiae),chr20p11.23,chr20:18488545-18541660 (+) // 99.3 // p11.23
201635_s_at,0.148,8.627,3.710,3.50E-04,6.54E-03,FXR1,"fragile X mental retardation, autosomal homolog 1",chr3q28,chr3:180630455-180694941 (+) // 96.54 // q26.33
202422_s_at,-0.175,8.546,-3.710,3.50E-04,6.55E-03,ACSL4,acyl-CoA synthetase long-chain family member 4,chrXq22.3-q23,chrX:108884565-108976619 (-) // 98.1 // q23
226178_at,-0.089,9.491,-3.709,3.51E-04,6.55E-03,SOCS4,suppressor of cytokine signaling 4,chr14q22.1,chr14:55514895-55516204 (+) // 87.45 // q22.3
201741_x_at,-0.130,3.918,-3.708,3.52E-04,6.57E-03,SRSF1,serine/arginine-rich splicing factor 1,chr17q22,chr17:56079499-56084622 (-) // 92.86 // q22
239042_at,0.150,6.029,3.708,3.53E-04,6.58E-03,TSR1,"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)",chr17p13.3,chr17:2225501-2226043 (-) // 47.89 // p13.3
226635_at,-0.098,10.267,-3.706,3.55E-04,6.62E-03,LOC401504,hypothetical LOC401504,chr9p13.2,chr9:37089327-37270704 (+) // 23.16 // p13.2
209456_s_at,-0.132,4.554,-3.705,3.56E-04,6.62E-03,FBXW11,F-box and WD repeat domain containing 11,chr5q35.1,chr5:171290624-171433644 (-) // 96.39 // q35.1
216321_s_at,-0.178,9.911,-3.705,3.56E-04,6.62E-03,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",chr5q31.3,chr5:142657500-142782894 (-) // 99.95 // q31.3
210807_s_at,-0.163,4.733,-3.705,3.57E-04,6.63E-03,SLC16A7,"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)",chr12q13,chr12:59989987-60173770 (+) // 99.58 // q14.1
1554352_s_at,-0.117,8.619,-3.702,3.60E-04,6.69E-03,DENND4A,DENN/MADD domain containing 4A,chr15q22.31,chr15:65954117-66084462 (-) // 99.47 // q22.31
205063_at,-0.134,8.246,-3.701,3.61E-04,6.69E-03,SIP1,survival of motor neuron protein interacting protein 1,chr14q13,chr14:39583426-39606042 (+) // 99.92 // q21.1
213864_s_at,-0.089,11.650,-3.701,3.61E-04,6.70E-03,NAP1L1,nucleosome assembly protein 1-like 1,chr12q21.2,chr12:76442581-76447574 (-) // 90.44 // q21.2
211323_s_at,-0.214,6.976,-3.697,3.66E-04,6.78E-03,ITPR1,"inositol 1,4,5-triphosphate receptor, type 1",chr3p26.1,chr3:4535137-4888187 (+) // 99.53 // p26.1
205963_s_at,0.118,8.420,3.696,3.67E-04,6.78E-03,DNAJA3,"DnaJ (Hsp40) homolog, subfamily A, member 3",chr16p13.3,chr16:4475862-4506702 (+) // 98.46 // p13.3
242080_at,0.209,4.914,3.696,3.67E-04,6.78E-03,---,---,---,chr17:44585775-44586435 (+) // 58.23 // q21.31 /// chr17:62897008-62897668 (-) // 58.68 // q24.1 /// chr17:43631345-43632005 (-) // 58.23 // q21.31
1553107_s_at,0.217,4.521,3.696,3.67E-04,6.78E-03,C5orf24,chromosome 5 open reading frame 24,chr5q31.1,chr5:134181677-134193200 (+) // 87.73 // q31.1
220155_s_at,0.106,6.884,3.696,3.67E-04,6.79E-03,BRD9,bromodomain containing 9,chr5p15.33,chr5:863855-890161 (-) // 92.53 // p15.33
209127_s_at,0.209,7.926,3.695,3.68E-04,6.79E-03,SART3,squamous cell carcinoma antigen recognized by T cells 3,chr12q24.1,chr12:108915992-108954940 (-) // 98.25 // q23.3
223289_s_at,-0.096,8.071,-3.695,3.68E-04,6.79E-03,USP38,ubiquitin specific peptidase 38,---,chr4:144135024-144141989 (+) // 98.9 // q31.21
210624_s_at,0.153,5.412,3.695,3.69E-04,6.80E-03,ILVBL,ilvB (bacterial acetolactate synthase)-like,chr19p13.1,chr19:15225786-15235968 (-) // 94.51 // p13.12
219540_at,-0.159,9.260,-3.694,3.70E-04,6.80E-03,ZNF267,zinc finger protein 267,chr16p11.2,chr16:31885118-31928676 (+) // 99.6 // p11.2
224772_at,-0.129,3.252,-3.694,3.70E-04,6.81E-03,NAV1,neuron navigator 1,chr1q32.3,chr1:201755568-201794455 (+) // 95.64 // q32.1
209574_s_at,-0.289,7.775,-3.693,3.71E-04,6.81E-03,C18orf1,chromosome 18 open reading frame 1,chr18p11.2,chr18:13278099-13653093 (+) // 98.8 // p11.21
230166_at,-0.186,5.598,-3.691,3.73E-04,6.85E-03,KIAA1958,KIAA1958,chr9q32,chr9:115426926-115427582 (+) // 96.33 // q32
228998_at,0.204,4.022,3.691,3.74E-04,6.86E-03,TNRC6B,trinucleotide repeat containing 6B,chr22q13.1,chr22:40721040-40722031 (+) // 98.88 // q13.1
228867_at,-0.110,6.770,-3.689,3.76E-04,6.89E-03,TATDN3,TatD DNase domain containing 3,chr1q32.3,chr1:212988926-212989964 (+) // 53.04 // q32.3
212929_s_at,-0.119,8.565,-3.687,3.79E-04,6.94E-03,FAM21A /// FAM21B /// FAM21C /// FAM21D,"family with sequence similarity 21, member A /// family with sequence similarity 21, member B /// family with sequence similarity 21, member C /// family with sequence similarity 21, member D",chr10q11.1 /// chr10q11.22 /// chr10q11.23,chr10:46254758-46288412 (+) // 96.5 // q11.22 /// chr10:51859733-51893269 (+) // 96.01 // q11.23 /// chr10:47915873-47949417 (+) // 95.87 // q11.22 /// chr10:51187935-51192032 (+) // 46.1 // q11.23
227045_at,-0.111,7.769,-3.687,3.79E-04,6.94E-03,ZNF614,zinc finger protein 614,chr19q13.41,chr19:52516762-52519002 (-) // 38.97 // q13.41
212012_at,0.631,4.213,3.685,3.81E-04,6.98E-03,PXDN,peroxidasin homolog (Drosophila),chr2p25,chr2:1635658-1748278 (-) // 97.41 // p25.3
222620_s_at,0.250,8.575,3.682,3.85E-04,7.03E-03,DNAJC1,"DnaJ (Hsp40) homolog, subfamily C, member 1",chr10p12.31,chr10:22045476-22292633 (-) // 92.63 // p12.31
228303_at,-0.198,6.255,-3.682,3.86E-04,7.03E-03,GALNT6,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6),chr12q13,chr12:51745656-51746252 (-) // 73.65 // q13.13
200899_s_at,-0.090,10.073,-3.682,3.86E-04,7.03E-03,MGEA5,meningioma expressed antigen 5 (hyaluronidase),chr10q24.1-q24.3,chr10:103544208-103578175 (-) // 99.22 // q24.32
219040_at,-0.122,4.663,-3.682,3.86E-04,7.03E-03,CORO7,coronin 7,chr16p13.3,chr16:4404544-4466571 (-) // 98.96 // p13.3
229200_at,0.172,4.986,3.681,3.86E-04,7.03E-03,LOC729810,hypothetical protein LOC729810,chr1q44,chr1:247497065-247497880 (+) // 47.12 // q44
208710_s_at,0.166,8.866,3.681,3.86E-04,7.03E-03,AP3D1,"adaptor-related protein complex 3, delta 1 subunit",chr19p13.3,chr19:2100992-2151348 (-) // 79.13 // p13.3
226368_at,0.181,7.518,3.681,3.86E-04,7.03E-03,CHST11,carbohydrate (chondroitin 4) sulfotransferase 11,chr12q,chr12:105153292-105155790 (+) // 86.12 // q23.3
61732_r_at,-0.101,5.763,-3.681,3.87E-04,7.04E-03,IFT74,intraflagellar transport 74 homolog (Chlamydomonas),chr9p21.2,chr9:27055601-27062890 (+) // 83.14 // p21.2
208930_s_at,0.211,7.575,3.680,3.88E-04,7.06E-03,ILF3,"interleukin enhancer binding factor 3, 90kDa",chr19p13.2,chr19:10764973-10796441 (+) // 97.99 // p13.2
218611_at,-0.128,10.338,-3.678,3.90E-04,7.09E-03,IER5,immediate early response 5,chr1q25.3,chr1:181057896-181059972 (+) // 94.12 // q25.3
221039_s_at,-0.222,6.119,-3.677,3.92E-04,7.11E-03,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",chr8q24.1-q24.2,chr8:131065671-131066100 (-) // 94.84 // q24.21
227711_at,0.895,6.139,3.676,3.93E-04,7.12E-03,GTSF1,gametocyte specific factor 1,chr12q13.13,chr12:54849608-54865063 (-) // 92.65 // q13.13
206200_s_at,0.119,9.898,3.676,3.94E-04,7.13E-03,ANXA11,annexin A11,chr10q23,chr10:81915353-81965269 (-) // 99.64 // q22.3
210284_s_at,-0.152,7.036,-3.673,3.97E-04,7.18E-03,TAB2,TGF-beta activated kinase 1/MAP3K7 binding protein 2,chr6q25.1,chr6:149691061-149731471 (+) // 99.35 // q25.1
230724_s_at,-0.113,4.765,-3.673,3.97E-04,7.18E-03,C11orf57,Chromosome 11 open reading frame 57,chr11q23.1,chr11:111953925-111954519 (-) // 99.66 // q23.1
202381_at,-0.137,8.093,-3.673,3.97E-04,7.18E-03,ADAM9,ADAM metallopeptidase domain 9,chr8p11.22,chr8:38854504-38962520 (+) // 99.3 // p11.22
227653_at,-0.084,7.194,-3.673,3.98E-04,7.19E-03,TRMT5,TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae),chr14q23.1,chr14:61438168-61446590 (-) // 56.87 // q23.1
210282_at,0.321,4.150,3.672,3.98E-04,7.19E-03,ZMYM2,"zinc finger, MYM-type 2",chr13q11-q12,chr13:20532819-20594093 (+) // 94.98 // q12.11
226123_at,0.158,6.899,3.672,3.99E-04,7.19E-03,CHD7,chromodomain helicase DNA binding protein 7,chr8q12.2,chr8:61591400-61714142 (+) // 99.79 // q12.1
225619_at,-0.194,8.686,-3.672,3.99E-04,7.19E-03,SLAIN1,"SLAIN motif family, member 1",chr13q22.3,chr13:78272469-78338366 (+) // 96.33 // q22.3
34187_at,-0.125,3.724,-3.670,4.02E-04,7.22E-03,RBMS2,"RNA binding motif, single stranded interacting protein 2",chr12q13.3,chr12:56915782-56983389 (+) // 83.51 // q13.3
238599_at,-0.152,5.768,-3.670,4.02E-04,7.22E-03,IRAK1BP1,interleukin-1 receptor-associated kinase 1 binding protein 1,chr6q14-q15,chr6:79595092-79608302 (+) // 84.71 // q14.1
202321_at,-0.153,5.783,-3.669,4.02E-04,7.22E-03,GGPS1,geranylgeranyl diphosphate synthase 1,chr1q43,chr1:235491871-235507842 (+) // 89.25 // q42.3
227940_at,-0.196,4.813,-3.669,4.02E-04,7.22E-03,LOC339803,hypothetical LOC339803,chr2p15,chr2:61368731-61372085 (-) // 41.15 // p15
209575_at,-0.117,9.164,-3.669,4.02E-04,7.22E-03,IL10RB,"interleukin 10 receptor, beta",chr21q22.1-q22.2|21q22.11,chr21:34638685-34669258 (+) // 81.72 // q22.11
231259_s_at,-0.208,5.354,-3.669,4.03E-04,7.22E-03,---,---,---,chr12:4410863-4411609 (-) // 89.69 // p13.32
201730_s_at,0.287,8.565,3.669,4.03E-04,7.22E-03,TPR,translocated promoter region (to activated MET oncogene),chr1q25,chr1:186282957-186344457 (-) // 96.75 // q31.1
48612_at,0.086,6.342,3.668,4.04E-04,7.23E-03,N4BP1,NEDD4 binding protein 1,chr16q12.1,---
224992_s_at,0.124,5.159,3.667,4.05E-04,7.25E-03,CMIP,c-Maf-inducing protein,chr16q23,chr16:81478893-81745365 (+) // 93.33 // q23.2
243181_at,-0.119,5.177,-3.667,4.06E-04,7.26E-03,ANKIB1,ankyrin repeat and IBR domain containing 1,chr7q21.2,chr7:92030682-92031380 (+) // 96.53 // q21.2
1553719_s_at,-0.141,5.380,-3.666,4.07E-04,7.28E-03,ZNF548,zinc finger protein 548,chr19q13.43,chr19:57901111-57911488 (+) // 49.97 // q13.43
201580_s_at,0.175,7.597,3.665,4.09E-04,7.30E-03,TMX4,thioredoxin-related transmembrane protein 4,chr20p12,chr20:7957999-8000443 (-) // 86.89 // p12.3
201702_s_at,0.255,3.918,3.663,4.12E-04,7.34E-03,PPP1R10,"protein phosphatase 1, regulatory (inhibitor) subunit 10",chr6p21.3,chr6:30568189-30585020 (-) // 98.88 // p21.33
212279_at,0.158,7.307,3.662,4.12E-04,7.34E-03,TMEM97,transmembrane protein 97,chr17q11.2,chr17:26646128-26655404 (+) // 84.6 // q11.2
222633_at,0.227,9.483,3.661,4.14E-04,7.37E-03,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,chr3q26.32,chr3:176741134-176914947 (-) // 96.89 // q26.32
